## SLURM PROLOG ###############################################################
##    Job ID : 8517581
##  Job Name : runs_rocksample_11_11_transformer
##  Nodelist : gpu2107
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 08:01:27 PM EST 2025
###############################################################################
obs (49,)
timesteps=3016840 - 3017704, avg episodic return=10.00
timesteps=3016712 - 3017704, avg episodic return=10.00
timesteps=3016744 - 3017704, avg episodic return=10.00
timesteps=3016712 - 3017704, avg episodic return=10.00
timesteps=3016744 - 3017704, avg episodic return=10.00
timesteps=3017768 - 3018728, avg episodic return=10.00
timesteps=3017736 - 3018728, avg episodic return=10.00
timesteps=3017736 - 3018728, avg episodic return=10.00
timesteps=3017736 - 3018728, avg episodic return=10.00
timesteps=3017736 - 3018728, avg episodic return=10.00
timesteps=3018792 - 3019752, avg episodic return=9.67
timesteps=3018760 - 3019752, avg episodic return=10.00
timesteps=3018792 - 3019752, avg episodic return=10.00
timesteps=3018760 - 3019752, avg episodic return=10.00
timesteps=3018792 - 3019720, avg episodic return=10.00
timesteps=3019816 - 3020776, avg episodic return=10.00
timesteps=3019784 - 3020776, avg episodic return=10.00
timesteps=3019784 - 3020776, avg episodic return=10.00
timesteps=3019784 - 3020744, avg episodic return=10.00
timesteps=3019784 - 3020712, avg episodic return=10.00
timesteps=3020808 - 3021800, avg episodic return=9.75
timesteps=3020808 - 3021800, avg episodic return=10.00
timesteps=3020808 - 3021800, avg episodic return=10.00
timesteps=3020808 - 3021800, avg episodic return=10.00
timesteps=3020808 - 3021800, avg episodic return=10.00
timesteps=3021864 - 3022824, avg episodic return=10.00
timesteps=3021832 - 3022792, avg episodic return=10.00
timesteps=3021832 - 3022824, avg episodic return=10.00
timesteps=3021832 - 3022824, avg episodic return=10.00
timesteps=3021832 - 3022792, avg episodic return=10.00
timesteps=3022856 - 3023848, avg episodic return=10.00
timesteps=3022856 - 3023848, avg episodic return=10.00
timesteps=3022856 - 3023848, avg episodic return=10.00
timesteps=3022856 - 3023848, avg episodic return=10.00
timesteps=3022888 - 3023848, avg episodic return=10.00
timesteps=3023880 - 3024872, avg episodic return=10.00
timesteps=3023880 - 3024872, avg episodic return=10.00
timesteps=3023880 - 3024840, avg episodic return=10.00
timesteps=3023880 - 3024872, avg episodic return=10.00
timesteps=3023912 - 3024872, avg episodic return=10.00
timesteps=3024904 - 3025864, avg episodic return=10.00
timesteps=3024904 - 3025896, avg episodic return=10.00
timesteps=3024968 - 3025896, avg episodic return=10.00
timesteps=3024936 - 3025896, avg episodic return=10.00
timesteps=3024936 - 3025896, avg episodic return=10.00
timesteps=3025928 - 3026920, avg episodic return=10.00
timesteps=3025960 - 3026888, avg episodic return=10.00
timesteps=3025928 - 3026920, avg episodic return=10.00
timesteps=3025928 - 3026920, avg episodic return=10.00
timesteps=3025928 - 3026920, avg episodic return=10.00
timesteps=3026984 - 3027944, avg episodic return=10.00
timesteps=3026952 - 3027944, avg episodic return=10.00
timesteps=3026952 - 3027944, avg episodic return=10.00
timesteps=3026952 - 3027944, avg episodic return=10.00
timesteps=3026952 - 3027944, avg episodic return=10.00
timesteps=3027976 - 3028936, avg episodic return=10.00
timesteps=3027976 - 3028968, avg episodic return=10.00
timesteps=3027976 - 3028968, avg episodic return=10.00
timesteps=3027976 - 3028968, avg episodic return=10.00
timesteps=3027976 - 3028936, avg episodic return=10.00
timesteps=3029032 - 3029960, avg episodic return=10.00
timesteps=3029000 - 3029992, avg episodic return=10.00
timesteps=3029000 - 3029992, avg episodic return=10.00
timesteps=3029032 - 3029992, avg episodic return=10.00
timesteps=3029000 - 3029992, avg episodic return=10.00
timesteps=3030024 - 3031016, avg episodic return=10.00
timesteps=3030056 - 3031016, avg episodic return=10.00
timesteps=3030024 - 3031016, avg episodic return=10.00
timesteps=3030024 - 3031016, avg episodic return=10.00
timesteps=3030024 - 3031016, avg episodic return=10.00
timesteps=3031048 - 3032040, avg episodic return=9.55
timesteps=3031048 - 3032040, avg episodic return=10.00
timesteps=3031048 - 3032040, avg episodic return=10.00
timesteps=3031048 - 3031912, avg episodic return=10.00
timesteps=3031048 - 3031976, avg episodic return=10.00
timesteps=3032104 - 3033032, avg episodic return=10.00
timesteps=3032104 - 3033032, avg episodic return=10.00
timesteps=3032072 - 3033064, avg episodic return=10.00
timesteps=3032072 - 3033064, avg episodic return=10.00
timesteps=3032104 - 3033064, avg episodic return=10.00
timesteps=3033096 - 3034056, avg episodic return=10.50
timesteps=3033128 - 3034088, avg episodic return=10.00
timesteps=3033128 - 3034056, avg episodic return=10.00
timesteps=3033096 - 3034056, avg episodic return=10.00
timesteps=3033128 - 3034088, avg episodic return=10.00
timesteps=3034120 - 3035112, avg episodic return=10.00
timesteps=3034120 - 3035112, avg episodic return=10.00
timesteps=3034120 - 3035112, avg episodic return=10.00
timesteps=3034184 - 3035112, avg episodic return=10.00
timesteps=3034184 - 3035112, avg episodic return=10.00
timesteps=3035144 - 3036072, avg episodic return=10.00
timesteps=3035144 - 3036072, avg episodic return=10.00
timesteps=3035144 - 3036136, avg episodic return=10.00
timesteps=3035144 - 3036136, avg episodic return=10.00
timesteps=3035176 - 3036104, avg episodic return=10.00
timesteps=3036264 - 3037096, avg episodic return=10.00
timesteps=3036168 - 3037160, avg episodic return=10.00
timesteps=3036168 - 3037160, avg episodic return=10.00
timesteps=3036168 - 3037160, avg episodic return=10.00
timesteps=3036168 - 3037128, avg episodic return=10.00
timesteps=3037192 - 3038184, avg episodic return=10.00
timesteps=3037192 - 3038184, avg episodic return=10.00
timesteps=3037192 - 3038184, avg episodic return=10.00
timesteps=3037192 - 3038152, avg episodic return=10.00
timesteps=3037288 - 3038024, avg episodic return=10.00
timesteps=3038216 - 3039208, avg episodic return=10.00
timesteps=3038248 - 3039208, avg episodic return=10.00
timesteps=3038216 - 3039208, avg episodic return=10.00
timesteps=3038216 - 3039208, avg episodic return=10.00
timesteps=3038216 - 3039208, avg episodic return=10.00
timesteps=3039240 - 3040232, avg episodic return=10.00
timesteps=3039240 - 3040232, avg episodic return=10.00
timesteps=3039240 - 3040232, avg episodic return=10.00
timesteps=3039240 - 3040200, avg episodic return=10.00
timesteps=3039272 - 3040232, avg episodic return=10.00
timesteps=3040264 - 3041224, avg episodic return=10.00
timesteps=3040264 - 3041256, avg episodic return=10.00
timesteps=3040264 - 3041256, avg episodic return=10.00
timesteps=3040264 - 3041256, avg episodic return=10.00
timesteps=3040264 - 3041256, avg episodic return=10.00
timesteps=3041288 - 3042248, avg episodic return=10.00
timesteps=3041288 - 3042280, avg episodic return=10.00
timesteps=3041320 - 3042280, avg episodic return=10.00
timesteps=3041288 - 3042280, avg episodic return=10.00
timesteps=3041320 - 3042280, avg episodic return=10.00
timesteps=3042408 - 3043304, avg episodic return=10.00
timesteps=3042312 - 3043304, avg episodic return=10.00
timesteps=3042312 - 3043304, avg episodic return=10.00
timesteps=3042312 - 3043304, avg episodic return=10.00
timesteps=3042312 - 3043272, avg episodic return=10.00
timesteps=3043368 - 3044328, avg episodic return=10.00
timesteps=3043336 - 3044328, avg episodic return=10.00
timesteps=3043368 - 3044328, avg episodic return=10.00
timesteps=3043336 - 3044328, avg episodic return=10.00
timesteps=3043336 - 3044328, avg episodic return=10.00
timesteps=3044456 - 3045288, avg episodic return=10.00
timesteps=3044360 - 3045352, avg episodic return=10.00
timesteps=3044360 - 3045320, avg episodic return=10.00
timesteps=3044360 - 3045352, avg episodic return=10.00
timesteps=3044360 - 3045352, avg episodic return=10.00
timesteps=3045384 - 3046376, avg episodic return=10.00
timesteps=3045384 - 3046376, avg episodic return=10.00
timesteps=3045384 - 3046376, avg episodic return=10.00
timesteps=3045448 - 3046312, avg episodic return=10.00
timesteps=3045448 - 3046376, avg episodic return=10.00
timesteps=3046408 - 3047400, avg episodic return=10.00
timesteps=3046408 - 3047400, avg episodic return=10.00
timesteps=3046408 - 3047400, avg episodic return=10.00
timesteps=3046408 - 3047400, avg episodic return=10.00
timesteps=3046408 - 3047400, avg episodic return=10.00
timesteps=3047432 - 3048424, avg episodic return=10.00
timesteps=3047432 - 3048424, avg episodic return=10.00
timesteps=3047432 - 3048424, avg episodic return=10.00
timesteps=3047432 - 3048424, avg episodic return=10.00
timesteps=3047432 - 3048424, avg episodic return=10.00
timesteps=3048456 - 3049448, avg episodic return=10.00
timesteps=3048456 - 3049416, avg episodic return=10.00
timesteps=3048456 - 3049448, avg episodic return=10.00
timesteps=3048456 - 3049448, avg episodic return=10.00
timesteps=3048488 - 3049448, avg episodic return=10.00
timesteps=3049480 - 3050440, avg episodic return=10.00
timesteps=3049512 - 3050440, avg episodic return=10.00
timesteps=3049480 - 3050472, avg episodic return=10.00
timesteps=3049480 - 3050408, avg episodic return=10.00
timesteps=3049480 - 3050472, avg episodic return=10.00
timesteps=3050536 - 3051496, avg episodic return=10.33
timesteps=3050504 - 3051496, avg episodic return=10.00
timesteps=3050504 - 3051464, avg episodic return=10.00
timesteps=3050568 - 3051496, avg episodic return=10.00
timesteps=3050504 - 3051496, avg episodic return=10.00
timesteps=3051560 - 3052520, avg episodic return=10.00
timesteps=3051528 - 3052520, avg episodic return=10.00
timesteps=3051528 - 3052520, avg episodic return=10.00
timesteps=3051528 - 3052520, avg episodic return=10.00
timesteps=3051528 - 3052520, avg episodic return=10.00
timesteps=3052552 - 3053544, avg episodic return=10.59
timesteps=3052552 - 3053544, avg episodic return=10.00
timesteps=3052552 - 3053544, avg episodic return=10.00
timesteps=3052552 - 3053544, avg episodic return=10.00
timesteps=3052552 - 3053544, avg episodic return=10.00
timesteps=3053576 - 3054568, avg episodic return=10.00
timesteps=3053576 - 3054568, avg episodic return=10.00
timesteps=3053576 - 3054536, avg episodic return=10.00
timesteps=3053576 - 3054536, avg episodic return=10.00
timesteps=3053576 - 3054568, avg episodic return=10.00
timesteps=3054600 - 3055592, avg episodic return=10.00
timesteps=3054632 - 3055592, avg episodic return=10.00
timesteps=3054632 - 3055592, avg episodic return=10.00
timesteps=3054600 - 3055592, avg episodic return=10.00
timesteps=3054600 - 3055592, avg episodic return=10.00
timesteps=3055624 - 3056616, avg episodic return=10.00
timesteps=3055624 - 3056552, avg episodic return=10.00
timesteps=3055624 - 3056616, avg episodic return=10.00
timesteps=3055624 - 3056584, avg episodic return=10.00
timesteps=3055624 - 3056616, avg episodic return=10.00
timesteps=3056680 - 3057608, avg episodic return=10.00
timesteps=3056648 - 3057640, avg episodic return=10.00
timesteps=3056680 - 3057640, avg episodic return=10.00
timesteps=3056680 - 3057640, avg episodic return=10.00
timesteps=3056712 - 3057640, avg episodic return=10.00
timesteps=3057672 - 3058664, avg episodic return=10.42
timesteps=3057672 - 3058632, avg episodic return=10.00
timesteps=3057672 - 3058632, avg episodic return=10.00
timesteps=3057672 - 3058664, avg episodic return=10.00
timesteps=3057672 - 3058632, avg episodic return=10.00
timesteps=3058696 - 3059656, avg episodic return=10.00
timesteps=3058696 - 3059688, avg episodic return=10.00
timesteps=3058728 - 3059688, avg episodic return=10.00
timesteps=3058696 - 3059688, avg episodic return=10.00
timesteps=3058696 - 3059688, avg episodic return=10.00
timesteps=3059752 - 3060680, avg episodic return=10.00
timesteps=3059752 - 3060712, avg episodic return=10.00
timesteps=3059720 - 3060712, avg episodic return=10.00
timesteps=3059720 - 3060712, avg episodic return=10.00
timesteps=3059752 - 3060712, avg episodic return=10.00
timesteps=3060744 - 3061736, avg episodic return=9.70
timesteps=3060744 - 3061736, avg episodic return=10.00
timesteps=3060744 - 3061736, avg episodic return=10.00
timesteps=3060744 - 3061736, avg episodic return=10.00
timesteps=3060744 - 3061736, avg episodic return=10.00
timesteps=3061768 - 3062760, avg episodic return=10.00
timesteps=3061768 - 3062760, avg episodic return=10.00
timesteps=3061800 - 3062760, avg episodic return=10.00
timesteps=3061864 - 3062760, avg episodic return=10.00
timesteps=3061800 - 3062760, avg episodic return=10.00
timesteps=3062792 - 3063784, avg episodic return=10.00
timesteps=3062792 - 3063784, avg episodic return=10.00
timesteps=3062792 - 3063784, avg episodic return=10.00
timesteps=3062856 - 3063752, avg episodic return=10.00
timesteps=3062792 - 3063784, avg episodic return=10.00
timesteps=3063816 - 3064776, avg episodic return=10.00
timesteps=3063816 - 3064776, avg episodic return=10.00
timesteps=3063816 - 3064808, avg episodic return=10.00
timesteps=3063816 - 3064776, avg episodic return=10.00
timesteps=3063816 - 3064776, avg episodic return=10.00
timesteps=3064840 - 3065800, avg episodic return=10.00
timesteps=3064840 - 3065768, avg episodic return=10.00
timesteps=3064840 - 3065832, avg episodic return=10.00
timesteps=3064840 - 3065832, avg episodic return=10.00
timesteps=3064840 - 3065832, avg episodic return=10.00
timesteps=3065896 - 3066856, avg episodic return=10.00
timesteps=3065864 - 3066856, avg episodic return=10.00
timesteps=3065864 - 3066856, avg episodic return=10.00
timesteps=3065896 - 3066856, avg episodic return=10.00
timesteps=3065864 - 3066856, avg episodic return=10.00
timesteps=3066920 - 3067848, avg episodic return=10.00
timesteps=3066888 - 3067848, avg episodic return=10.00
timesteps=3066888 - 3067880, avg episodic return=10.00
timesteps=3066888 - 3067848, avg episodic return=10.00
timesteps=3066920 - 3067816, avg episodic return=10.00
timesteps=3067976 - 3068872, avg episodic return=10.00
timesteps=3067912 - 3068872, avg episodic return=10.00
timesteps=3067944 - 3068872, avg episodic return=10.00
timesteps=3067912 - 3068904, avg episodic return=10.00
timesteps=3067912 - 3068904, avg episodic return=10.00
timesteps=3068968 - 3069864, avg episodic return=10.00
timesteps=3068936 - 3069896, avg episodic return=10.00
timesteps=3068936 - 3069896, avg episodic return=10.00
timesteps=3068968 - 3069928, avg episodic return=10.00
timesteps=3068968 - 3069832, avg episodic return=10.00
timesteps=3069960 - 3070920, avg episodic return=10.00
timesteps=3069960 - 3070952, avg episodic return=10.00
timesteps=3069960 - 3070856, avg episodic return=10.00
timesteps=3069992 - 3070792, avg episodic return=10.00
timesteps=3069960 - 3070952, avg episodic return=10.00
timesteps=3071016 - 3071944, avg episodic return=10.00
timesteps=3071016 - 3071976, avg episodic return=10.00
timesteps=3070984 - 3071976, avg episodic return=10.00
timesteps=3071016 - 3071976, avg episodic return=10.00
timesteps=3070984 - 3071944, avg episodic return=10.00
timesteps=3072040 - 3072936, avg episodic return=10.00
timesteps=3072008 - 3073000, avg episodic return=10.00
timesteps=3072008 - 3073000, avg episodic return=10.00
timesteps=3072040 - 3072968, avg episodic return=10.00
timesteps=3072040 - 3073000, avg episodic return=10.00
timesteps=3073032 - 3073928, avg episodic return=10.00
timesteps=3073032 - 3074024, avg episodic return=10.00
timesteps=3073032 - 3074024, avg episodic return=10.00
timesteps=3073096 - 3073992, avg episodic return=10.00
timesteps=3073032 - 3073992, avg episodic return=10.00
timesteps=3074088 - 3075016, avg episodic return=10.00
timesteps=3074056 - 3075048, avg episodic return=10.00
timesteps=3074056 - 3075048, avg episodic return=10.00
timesteps=3074120 - 3075048, avg episodic return=10.22
timesteps=3074088 - 3075048, avg episodic return=10.00
timesteps=3075080 - 3076072, avg episodic return=10.00
timesteps=3075080 - 3076072, avg episodic return=10.00
timesteps=3075080 - 3076072, avg episodic return=10.00
timesteps=3075080 - 3076040, avg episodic return=10.00
timesteps=3075112 - 3076072, avg episodic return=10.00
timesteps=3076104 - 3077064, avg episodic return=10.00
timesteps=3076104 - 3077096, avg episodic return=10.00
timesteps=3076104 - 3077064, avg episodic return=10.00
timesteps=3076104 - 3077096, avg episodic return=10.24
timesteps=3076136 - 3077096, avg episodic return=10.00
timesteps=3077160 - 3078088, avg episodic return=10.00
timesteps=3077224 - 3078120, avg episodic return=10.00
timesteps=3077128 - 3078120, avg episodic return=10.00
timesteps=3077128 - 3078120, avg episodic return=10.00
timesteps=3077128 - 3078088, avg episodic return=10.00
timesteps=3078152 - 3079144, avg episodic return=10.00
timesteps=3078152 - 3079112, avg episodic return=10.00
timesteps=3078152 - 3079144, avg episodic return=10.00
timesteps=3078184 - 3079144, avg episodic return=10.00
timesteps=3078152 - 3079144, avg episodic return=10.00
timesteps=3079176 - 3080168, avg episodic return=10.00
timesteps=3079176 - 3080168, avg episodic return=10.00
timesteps=3079176 - 3080168, avg episodic return=10.00
timesteps=3079176 - 3080168, avg episodic return=10.00
timesteps=3079176 - 3080168, avg episodic return=10.00
timesteps=3080200 - 3081192, avg episodic return=10.00
timesteps=3080200 - 3081096, avg episodic return=10.00
timesteps=3080200 - 3081192, avg episodic return=10.00
timesteps=3080232 - 3081192, avg episodic return=10.00
timesteps=3080232 - 3081192, avg episodic return=10.00
timesteps=3081256 - 3082216, avg episodic return=10.00
timesteps=3081256 - 3082184, avg episodic return=10.00
timesteps=3081224 - 3082216, avg episodic return=10.00
timesteps=3081224 - 3082216, avg episodic return=10.00
timesteps=3081224 - 3082216, avg episodic return=10.00
timesteps=3082280 - 3083240, avg episodic return=10.00
timesteps=3082248 - 3083240, avg episodic return=10.00
timesteps=3082248 - 3083240, avg episodic return=10.00
timesteps=3082280 - 3083240, avg episodic return=10.00
timesteps=3082248 - 3083240, avg episodic return=10.00
timesteps=3083304 - 3084264, avg episodic return=10.00
timesteps=3083272 - 3084232, avg episodic return=10.00
timesteps=3083272 - 3084232, avg episodic return=10.00
timesteps=3083272 - 3084264, avg episodic return=10.00
timesteps=3083272 - 3084264, avg episodic return=10.00
timesteps=3084296 - 3085256, avg episodic return=10.00
timesteps=3084296 - 3085288, avg episodic return=10.00
timesteps=3084296 - 3085288, avg episodic return=10.00
timesteps=3084296 - 3085288, avg episodic return=10.00
timesteps=3084296 - 3085256, avg episodic return=10.00
timesteps=3085352 - 3086312, avg episodic return=9.63
timesteps=3085352 - 3086312, avg episodic return=10.00
timesteps=3085320 - 3086280, avg episodic return=10.00
timesteps=3085320 - 3086312, avg episodic return=10.00
timesteps=3085320 - 3086312, avg episodic return=10.00
timesteps=3086376 - 3087272, avg episodic return=10.00
timesteps=3086344 - 3087336, avg episodic return=10.00
timesteps=3086344 - 3087304, avg episodic return=10.00
timesteps=3086344 - 3087336, avg episodic return=10.00
timesteps=3086344 - 3087336, avg episodic return=10.00
timesteps=3087368 - 3088360, avg episodic return=10.00
timesteps=3087368 - 3088360, avg episodic return=10.00
timesteps=3087368 - 3088360, avg episodic return=10.00
timesteps=3087368 - 3088328, avg episodic return=10.00
timesteps=3087400 - 3088360, avg episodic return=10.00
timesteps=3088456 - 3089256, avg episodic return=10.00
timesteps=3088424 - 3089384, avg episodic return=10.00
timesteps=3088392 - 3089384, avg episodic return=10.00
timesteps=3088392 - 3089384, avg episodic return=10.00
timesteps=3088392 - 3089384, avg episodic return=10.00
timesteps=3089416 - 3090408, avg episodic return=10.00
timesteps=3089416 - 3090376, avg episodic return=10.00
timesteps=3089416 - 3090376, avg episodic return=10.00
timesteps=3089448 - 3090408, avg episodic return=10.00
timesteps=3089416 - 3090376, avg episodic return=10.00
timesteps=3090440 - 3091432, avg episodic return=10.00
timesteps=3090440 - 3091400, avg episodic return=10.00
timesteps=3090472 - 3091400, avg episodic return=10.00
timesteps=3090440 - 3091400, avg episodic return=10.00
timesteps=3090440 - 3091432, avg episodic return=10.00
timesteps=3091592 - 3092424, avg episodic return=9.62
timesteps=3091464 - 3092456, avg episodic return=10.00
timesteps=3091464 - 3092392, avg episodic return=10.00
timesteps=3091464 - 3092456, avg episodic return=10.00
timesteps=3091464 - 3092456, avg episodic return=10.00
timesteps=3092488 - 3093480, avg episodic return=10.00
timesteps=3092488 - 3093480, avg episodic return=10.00
timesteps=3092552 - 3093480, avg episodic return=10.00
timesteps=3092520 - 3093480, avg episodic return=10.00
timesteps=3092520 - 3093448, avg episodic return=10.00
timesteps=3093576 - 3094504, avg episodic return=10.00
timesteps=3093512 - 3094504, avg episodic return=10.00
timesteps=3093512 - 3094440, avg episodic return=10.00
timesteps=3093512 - 3094504, avg episodic return=10.00
timesteps=3093544 - 3094504, avg episodic return=10.00
timesteps=3094568 - 3095496, avg episodic return=10.00
timesteps=3094536 - 3095528, avg episodic return=10.00
timesteps=3094536 - 3095528, avg episodic return=10.00
timesteps=3094536 - 3095528, avg episodic return=10.00
timesteps=3094568 - 3095464, avg episodic return=10.00
timesteps=3095592 - 3096552, avg episodic return=10.34
timesteps=3095560 - 3096520, avg episodic return=10.00
timesteps=3095560 - 3096552, avg episodic return=10.00
timesteps=3095592 - 3096552, avg episodic return=10.00
timesteps=3095560 - 3096520, avg episodic return=10.00
timesteps=3096648 - 3097576, avg episodic return=10.00
timesteps=3096584 - 3097576, avg episodic return=10.00
timesteps=3096584 - 3097576, avg episodic return=10.00
timesteps=3096584 - 3097544, avg episodic return=10.00
timesteps=3096584 - 3097576, avg episodic return=10.00
timesteps=3097608 - 3098600, avg episodic return=10.00
timesteps=3097608 - 3098600, avg episodic return=10.00
timesteps=3097608 - 3098600, avg episodic return=10.00
timesteps=3097640 - 3098600, avg episodic return=10.00
timesteps=3097640 - 3098568, avg episodic return=10.00
timesteps=3098664 - 3099624, avg episodic return=10.00
timesteps=3098632 - 3099624, avg episodic return=10.00
timesteps=3098632 - 3099624, avg episodic return=10.00
timesteps=3098632 - 3099624, avg episodic return=10.00
timesteps=3098632 - 3099624, avg episodic return=10.00
timesteps=3099656 - 3100584, avg episodic return=10.00
timesteps=3099656 - 3100648, avg episodic return=10.00
timesteps=3099656 - 3100616, avg episodic return=10.00
timesteps=3099656 - 3100648, avg episodic return=10.00
timesteps=3099656 - 3100648, avg episodic return=10.00
timesteps=3100712 - 3101672, avg episodic return=9.74
timesteps=3100680 - 3101672, avg episodic return=10.00
timesteps=3100680 - 3101672, avg episodic return=10.00
timesteps=3100680 - 3101672, avg episodic return=10.00
timesteps=3100744 - 3101672, avg episodic return=10.00
timesteps=3101800 - 3102696, avg episodic return=10.00
timesteps=3101704 - 3102696, avg episodic return=10.00
timesteps=3101704 - 3102696, avg episodic return=10.00
timesteps=3101704 - 3102664, avg episodic return=10.00
timesteps=3101704 - 3102664, avg episodic return=10.00
timesteps=3102728 - 3103720, avg episodic return=10.00
timesteps=3102728 - 3103720, avg episodic return=10.00
timesteps=3102728 - 3103720, avg episodic return=10.00
timesteps=3102760 - 3103720, avg episodic return=10.00
timesteps=3102728 - 3103720, avg episodic return=10.00
timesteps=3103752 - 3104712, avg episodic return=10.00
timesteps=3103752 - 3104744, avg episodic return=10.00
timesteps=3103752 - 3104744, avg episodic return=10.00
timesteps=3103752 - 3104744, avg episodic return=9.78
timesteps=3103752 - 3104744, avg episodic return=10.00
timesteps=3104776 - 3105704, avg episodic return=10.00
timesteps=3104776 - 3105768, avg episodic return=10.00
timesteps=3104776 - 3105768, avg episodic return=10.00
timesteps=3104776 - 3105736, avg episodic return=10.00
timesteps=3104776 - 3105736, avg episodic return=10.00
timesteps=3105896 - 3106792, avg episodic return=10.00
timesteps=3105800 - 3106792, avg episodic return=10.00
timesteps=3105800 - 3106792, avg episodic return=10.00
timesteps=3105800 - 3106792, avg episodic return=10.00
timesteps=3105800 - 3106792, avg episodic return=10.00
timesteps=3106856 - 3107752, avg episodic return=10.00
timesteps=3106824 - 3107784, avg episodic return=10.00
timesteps=3106856 - 3107752, avg episodic return=10.00
timesteps=3106824 - 3107816, avg episodic return=10.00
timesteps=3106856 - 3107816, avg episodic return=10.00
timesteps=3107912 - 3108744, avg episodic return=10.00
timesteps=3107848 - 3108840, avg episodic return=10.00
timesteps=3107848 - 3108840, avg episodic return=10.00
timesteps=3107848 - 3108840, avg episodic return=10.00
timesteps=3107848 - 3108840, avg episodic return=10.00
timesteps=3108904 - 3109800, avg episodic return=10.00
timesteps=3108904 - 3109864, avg episodic return=10.00
timesteps=3108904 - 3109864, avg episodic return=10.00
timesteps=3108872 - 3109864, avg episodic return=10.00
timesteps=3108872 - 3109832, avg episodic return=10.00
timesteps=3109896 - 3110888, avg episodic return=10.00
timesteps=3109896 - 3110888, avg episodic return=10.00
timesteps=3109896 - 3110856, avg episodic return=10.00
timesteps=3109896 - 3110856, avg episodic return=10.00
timesteps=3109896 - 3110888, avg episodic return=10.00
timesteps=3110920 - 3111880, avg episodic return=10.00
timesteps=3110920 - 3111912, avg episodic return=10.00
timesteps=3110920 - 3111912, avg episodic return=10.00
timesteps=3110920 - 3111880, avg episodic return=10.00
timesteps=3110920 - 3111912, avg episodic return=10.00
timesteps=3111944 - 3112936, avg episodic return=10.00
timesteps=3111976 - 3112936, avg episodic return=10.00
timesteps=3111944 - 3112936, avg episodic return=10.00
timesteps=3111976 - 3112936, avg episodic return=10.00
timesteps=3111944 - 3112936, avg episodic return=10.00
timesteps=3112968 - 3113928, avg episodic return=10.33
timesteps=3113000 - 3113960, avg episodic return=10.00
timesteps=3112968 - 3113960, avg episodic return=10.00
timesteps=3112968 - 3113960, avg episodic return=10.00
timesteps=3112968 - 3113960, avg episodic return=10.00
timesteps=3113992 - 3114952, avg episodic return=10.00
timesteps=3113992 - 3114984, avg episodic return=10.00
timesteps=3113992 - 3114984, avg episodic return=10.00
timesteps=3113992 - 3114952, avg episodic return=10.00
timesteps=3113992 - 3114984, avg episodic return=10.00
timesteps=3115048 - 3115976, avg episodic return=10.00
timesteps=3115016 - 3116008, avg episodic return=10.00
timesteps=3115016 - 3116008, avg episodic return=10.00
timesteps=3115048 - 3116008, avg episodic return=10.00
timesteps=3115048 - 3116008, avg episodic return=10.00
timesteps=3116040 - 3117032, avg episodic return=9.62
timesteps=3116040 - 3117032, avg episodic return=10.00
timesteps=3116040 - 3117000, avg episodic return=10.00
timesteps=3116040 - 3117032, avg episodic return=10.00
timesteps=3116040 - 3117032, avg episodic return=10.00
timesteps=3117064 - 3118056, avg episodic return=10.00
timesteps=3117064 - 3118056, avg episodic return=10.00
timesteps=3117096 - 3118056, avg episodic return=10.00
timesteps=3117064 - 3118056, avg episodic return=10.00
timesteps=3117064 - 3118056, avg episodic return=10.00
timesteps=3118216 - 3119048, avg episodic return=10.00
timesteps=3118088 - 3119048, avg episodic return=10.00
timesteps=3118088 - 3119080, avg episodic return=10.00
timesteps=3118088 - 3119048, avg episodic return=10.00
timesteps=3118088 - 3119048, avg episodic return=10.00
timesteps=3119112 - 3120104, avg episodic return=10.00
timesteps=3119144 - 3120072, avg episodic return=10.00
timesteps=3119112 - 3120104, avg episodic return=10.00
timesteps=3119112 - 3120104, avg episodic return=10.00
timesteps=3119112 - 3120072, avg episodic return=10.00
timesteps=3120136 - 3121096, avg episodic return=10.00
timesteps=3120136 - 3121128, avg episodic return=10.00
timesteps=3120168 - 3121128, avg episodic return=10.00
timesteps=3120136 - 3121128, avg episodic return=10.00
timesteps=3120168 - 3121128, avg episodic return=10.00
timesteps=3121160 - 3122088, avg episodic return=10.00
timesteps=3121192 - 3122152, avg episodic return=10.00
timesteps=3121192 - 3122152, avg episodic return=10.00
timesteps=3121160 - 3122152, avg episodic return=10.00
timesteps=3121160 - 3122152, avg episodic return=10.00
timesteps=3122216 - 3123176, avg episodic return=10.37
timesteps=3122184 - 3123176, avg episodic return=10.00
timesteps=3122184 - 3123144, avg episodic return=10.00
timesteps=3122184 - 3123176, avg episodic return=10.00
timesteps=3122184 - 3123144, avg episodic return=10.00
timesteps=3123240 - 3124200, avg episodic return=10.00
timesteps=3123208 - 3124168, avg episodic return=10.00
timesteps=3123208 - 3124168, avg episodic return=10.00
timesteps=3123240 - 3124136, avg episodic return=10.00
timesteps=3123208 - 3124200, avg episodic return=10.00
timesteps=3124264 - 3125192, avg episodic return=10.00
timesteps=3124264 - 3125192, avg episodic return=10.00
timesteps=3124232 - 3125224, avg episodic return=10.00
timesteps=3124232 - 3125224, avg episodic return=10.00
timesteps=3124232 - 3125192, avg episodic return=10.00
timesteps=3125352 - 3126184, avg episodic return=10.00
timesteps=3125256 - 3126248, avg episodic return=10.00
